,level_0,index,pid,hid,cid,syear,jl0058,jl0059_h,jl0061,jl0062,jl0063,jl0064,jl0065,jl0066,jl0067,jl0068,jl0069,jl0070,jl0071,jl0072,jl0073,jl0074,jl0105_h,jl0125_v3,jl0127_h,jl0139,jl0140,jl0141,jl0142,jl0143,jl0144,jl0145,jl0146,jl0151,jl0164,migration_classmate,jl0218,jl0219,jl0233,jl0272,trust,rely_none,distrust_stranger,jl0367,jl0371,jl0376,jl0379,jl0388,jl0392,sex,gebjahr,psample,migback,State,bet3year,father_educ1,mother_educ1,father_educ2,mother_educ2,father_reli,mother_reli,work_father,single_parent,work_mother,Age,Gymnasium,year_hgsch_entry,Treat,rely_someone,trust_stranger,trust_var,std_trust_var,std_trust,female,rural,East,migration_backgrnd,low_performing,highest_educ_hh,reli_hh
869,6655,6655,20356302,2035637,2035637,2015,2,1,1,4,2,2,3,1,3,5,2,2,5,5,4,2,1,3,-2,1,-2,1,-2,-2,1,-2,-2,2,2,1,2,175,1998,1,5,2,5,5,5,2,6,3,8,1,1998,14,1,4.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,17,1,2008.0,1,6,3,14,0.4624602578571101,0.4574168883523255,0,0,0,1,1,0,1
870,6658,6658,20356504,2035653,2035653,2018,1,1,1,5,5,2,5,1,1,1,2,3,2,2,4,2,1,3,-2,1,-2,-2,1,-2,-2,-2,-2,2,2,1,3,170,2001,1,6,2,7,4,5,2,3,2,8,2,2001,14,1,4.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,17,1,2011.0,1,6,1,13,0.1646885273373897,1.1347321883624717,1,0,0,1,1,0,1
871,6671,6671,20358202,2035823,2035823,2012,1,4,1,4,2,4,5,4,2,1,1,2,4,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,172,1995,2,3,4,6,2,1,2,3,4,7,2,1995,14,1,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2005.0,1,4,2,9,-1.0263983947414919,-0.8972137116679668,1,0,0,1,0,0,0
872,6674,6674,20358902,2035890,2035890,2012,2,5,1,4,4,2,5,1,4,5,4,1,5,5,4,1,1,3,-2,1,-2,1,1,1,-2,-2,-2,3,2,1,2,164,1995,1,6,3,7,2,4,5,4,3,9,2,1995,14,3,3.0,-2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,17,1,2005.0,1,5,1,12,-0.13308320318233066,1.1347321883624717,1,0,0,1,0,1,0
873,6686,6686,20361103,2036110,2036110,2015,1,5,1,1,2,5,5,2,2,5,2,2,5,5,2,1,2,3,-2,1,-2,-2,-2,1,1,-2,-2,3,2,1,2,165,1998,3,6,1,6,1,3,6,1,2,8,2,1998,14,1,5.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17,1,2008.0,1,7,2,15,0.7602319883768305,1.1347321883624717,1,0,0,1,0,0,1
874,6687,6687,20361104,2036110,2036110,2017,1,1,2,4,1,5,5,4,4,-1,2,2,5,2,2,2,1,3,-2,1,-2,-2,-2,-2,1,-2,-2,3,2,1,2,169,2000,3,5,2,5,6,6,3,3,3,8,2,2000,14,1,5.0,2011.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17,1,2011.0,1,6,3,14,0.4624602578571101,0.4574168883523255,1,0,0,1,0,0,1
875,6692,6692,20361804,2036188,2036188,2016,1,1,1,5,2,5,3,5,1,1,1,2,5,5,5,2,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,1,164,1999,3,2,6,7,6,2,5,2,3,8,2,1999,14,3,5.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17,1,2009.0,1,2,1,5,-2.2174853168203734,-1.574529011678113,1,0,0,1,0,0,1
876,6693,6693,20361805,2036188,2036188,2018,1,4,1,4,2,5,5,4,1,2,2,3,5,5,4,2,1,3,-2,-2,-2,-2,-2,1,1,-2,-2,3,2,1,2,166,2001,3,3,4,4,5,4,4,4,3,6,2,2001,14,3,5.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,17,1,2011.0,1,4,4,11,-0.4308549337020511,-0.8972137116679668,1,0,0,1,0,0,1
877,6699,6699,20362502,2036250,2036250,2015,2,1,1,5,2,5,5,3,1,-1,2,1,5,5,4,2,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,1,185,1998,1,6,1,7,5,5,3,4,3,9,1,1998,14,1,5.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17,1,2008.0,1,7,1,14,0.4624602578571101,1.1347321883624717,0,0,0,1,0,1,1
878,6700,6700,20362503,2036250,2036250,2017,2,5,1,4,2,2,5,4,4,2,2,2,5,4,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,2,174,2000,1,4,1,5,3,3,5,4,2,7,2,2000,14,1,5.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17,1,2010.0,1,7,3,14,0.4624602578571101,-0.21989841165782062,1,0,0,1,0,1,1
879,6723,6723,20365103,2036510,2036510,2013,1,2,1,5,2,5,5,2,1,5,1,1,5,5,4,2,1,3,-2,-2,-2,-2,1,-2,-2,-2,-2,3,2,1,2,176,1996,2,6,2,3,2,5,3,5,1,9,1,1996,14,1,6.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17,1,2006.0,1,6,5,17,1.3557754494162713,1.1347321883624717,0,0,0,1,0,1,1
880,6734,6734,20366003,2036609,2036609,2016,1,1,1,1,4,2,5,2,1,1,2,1,5,2,4,2,2,3,-2,1,-2,-2,1,-2,-2,-2,-2,3,2,1,2,163,1999,3,2,4,6,4,6,4,3,2,6,2,1999,14,3,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17,1,2009.0,1,4,2,8,-1.3241701252612121,-1.574529011678113,1,0,0,1,0,0,0
881,6737,6737,20366602,2036668,2036668,2012,1,5,1,1,2,4,5,2,2,-1,1,1,5,5,3,1,1,3,-2,-2,-2,-2,-2,1,-2,-2,-2,3,2,1,4,175,1995,3,5,2,3,2,1,4,3,3,7,2,1995,14,1,3.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,17,1,2005.0,1,6,5,16,1.0580037188965508,0.4574168883523255,1,0,0,1,0,0,1
882,6754,6754,20369202,2036927,2036927,2015,3,5,3,4,2,4,5,2,1,-1,-1,-1,5,4,5,2,1,3,-2,1,-2,-2,-2,-2,-2,1,-2,3,2,0,2,185,1998,2,5,1,4,3,4,6,3,4,7,1,1998,14,1,15.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,17,1,2008.0,1,7,4,16,1.0580037188965508,0.4574168883523255,0,0,1,1,0,1,0
883,6760,6760,20370204,2037028,2037028,2014,1,4,1,4,1,4,4,4,4,1,1,4,4,2,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,185,1997,3,7,1,4,1,1,1,7,3,9,1,1997,14,1,15.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2007.0,1,7,4,18,1.6535471799359915,1.8120474883726179,0,0,1,1,0,1,0
884,6767,6767,20371203,2037125,2037125,2016,1,5,4,2,1,5,5,1,2,-1,2,3,4,2,2,2,1,3,-2,-2,-2,-2,-2,1,-2,1,-2,3,2,1,1,167,1999,2,4,2,4,2,2,4,3,3,8,2,1999,14,1,5.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2009.0,1,6,4,14,0.4624602578571101,-0.21989841165782062,1,0,0,1,0,1,1
885,6768,6768,20371204,2037125,2037125,2017,1,2,1,2,1,4,5,1,1,-1,1,1,5,4,2,1,1,3,-2,1,-2,-2,-2,-2,-2,1,-2,3,2,1,2,160,2000,2,5,3,6,4,4,7,2,2,8,2,2000,14,1,5.0,2011.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2011.0,1,5,2,12,-0.13308320318233066,0.4574168883523255,1,0,0,1,0,1,1
886,6778,6778,20372502,2037257,2037257,2014,1,2,1,5,1,4,5,3,1,-1,2,2,5,5,5,2,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,2,2,1,1,172,1997,3,5,6,6,6,7,6,7,3,9,2,1997,14,1,5.0,-2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,17,1,2007.0,1,2,2,9,-1.0263983947414919,0.4574168883523255,1,0,0,1,1,1,1
887,6779,6779,20372602,2037265,2037265,2014,1,1,2,5,1,5,2,4,2,2,2,1,5,5,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,203,1997,2,5,3,2,3,1,2,3,3,8,1,1997,14,1,5.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17,1,2007.0,1,5,6,16,1.0580037188965508,0.4574168883523255,0,0,0,1,0,1,1
888,6789,6789,20374504,2037451,2037451,2017,1,2,1,5,1,4,4,2,1,-1,2,3,5,3,2,2,1,3,-2,1,-2,-2,1,-2,1,1,-2,3,2,1,2,168,2000,1,4,3,6,4,3,4,5,3,8,2,2000,14,3,5.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,17,1,2010.0,1,5,2,11,-0.4308549337020511,-0.21989841165782062,1,0,0,1,0,0,1
889,6790,6790,20374603,2037460,2037460,2016,1,2,1,4,4,5,5,2,1,5,2,2,4,4,4,2,2,3,-2,-2,-2,-2,-2,-2,1,-2,-2,3,2,1,1,167,1999,1,3,2,3,3,4,4,5,3,8,2,1999,14,1,5.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17,1,2009.0,1,6,5,14,0.4624602578571101,-0.8972137116679668,1,0,0,1,0,0,1
890,6805,6805,20377003,2037702,2037702,2015,4,2,1,5,2,4,3,3,2,5,2,2,5,5,4,2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,2,195,1998,1,4,2,4,5,5,5,7,-1,8,1,1998,14,1,5.0,-2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,17,1,2008.0,1,6,4,14,0.4624602578571101,-0.21989841165782062,0,0,0,1,0,1,1
891,6807,6807,20377005,2037702,2037702,2017,1,1,1,4,2,5,4,3,4,5,3,2,5,5,4,2,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,1,183,2000,1,6,2,2,1,5,3,2,4,8,1,2000,14,1,5.0,-2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,17,1,2010.0,1,6,6,18,1.6535471799359915,1.1347321883624717,0,0,0,1,0,1,1
892,6808,6808,20377303,2037737,2037737,2016,1,3,1,2,2,4,3,1,1,-1,3,3,5,5,5,1,1,6,4,1,1,1,-2,1,-2,1,-2,3,2,1,2,187,1999,1,4,1,6,5,5,5,6,1,8,1,1999,14,3,5.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,17,1,2009.0,1,7,2,13,0.1646885273373897,-0.21989841165782062,0,0,0,1,0,1,0
893,6811,6811,20377503,2037753,2037753,2012,2,3,1,1,1,4,2,1,2,5,2,2,2,2,2,1,1,3,-2,1,-2,-2,1,1,-2,-2,-2,3,2,1,1,168,1995,1,3,1,6,4,4,2,6,3,9,1,1995,14,1,5.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,17,1,2005.0,1,7,2,12,-0.13308320318233066,-0.8972137116679668,0,0,0,1,0,0,0
894,6812,6812,20377504,2037753,2037753,2014,2,4,1,1,2,3,3,2,4,5,2,3,5,4,2,1,1,3,-2,-2,-2,-2,-2,1,-2,-2,-2,3,2,0,1,178,1997,1,4,2,3,3,2,4,7,3,8,1,1997,14,1,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,1,2007.0,1,6,5,15,0.7602319883768305,-0.21989841165782062,0,0,0,1,0,0,0
895,6813,6813,20377603,2037761,2037761,2012,1,4,1,5,2,4,4,2,2,5,1,2,4,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,2,172,1995,1,3,1,5,1,2,5,4,3,8,2,1995,14,1,5.0,-2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2005.0,1,7,3,13,0.1646885273373897,-0.8972137116679668,1,0,0,1,0,1,1
896,6814,6814,20377604,2037761,2037761,2014,2,2,1,5,1,3,5,1,1,3,1,2,5,5,5,2,1,3,-2,-2,-2,1,1,1,-2,1,-2,3,2,1,3,177,1997,1,2,3,6,6,4,2,3,3,6,2,1997,14,1,5.0,-2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2007.0,1,5,2,9,-1.0263983947414919,-1.574529011678113,1,0,0,1,0,1,1
897,6815,6815,20377605,2037761,2037761,2016,1,2,1,5,3,5,4,4,2,2,2,2,5,5,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,184,1999,1,5,3,5,3,5,4,6,4,8,1,1999,14,1,5.0,-2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2009.0,1,5,3,13,0.1646885273373897,0.4574168883523255,0,0,0,1,0,1,1
898,6822,6822,20378803,2037885,2037885,2012,3,2,1,4,2,5,3,1,2,-1,2,2,3,5,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,178,1995,3,3,4,6,7,6,5,6,2,9,1,1995,14,3,5.0,-2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2005.0,1,4,2,9,-1.0263983947414919,-0.8972137116679668,0,0,0,1,0,1,1
899,6826,6826,20379402,2037940,2037940,2018,1,1,1,5,2,5,5,4,1,-1,2,2,5,5,5,2,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,1,175,2001,2,5,5,6,7,7,6,2,4,5,1,2001,14,1,5.0,2012.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17,1,2012.0,1,3,2,10,-0.7286266642217715,0.4574168883523255,0,0,0,1,0,1,1
900,6832,6832,20380103,2038016,2038016,2015,2,4,1,4,1,4,4,3,4,-1,2,2,5,5,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,2,2,1,2,164,1998,1,5,4,6,4,1,3,5,3,8,2,1998,14,1,5.0,-2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2008.0,1,4,2,11,-0.4308549337020511,0.4574168883523255,1,0,0,1,1,1,1
901,6835,6835,20380602,2038067,2038067,2016,1,2,1,2,2,5,5,5,4,2,2,2,5,5,5,1,1,3,-2,1,-2,-2,-2,-2,-2,1,-2,3,2,1,2,185,1999,2,-1,-1,-1,5,6,3,4,3,9,1,1999,14,1,5.0,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,17,1,2009.0,1,9,9,17,1.3557754494162713,-3.6064749117085517,0,0,0,1,0,1,0
902,6840,6840,20381104,2038113,2038113,2014,1,1,5,5,5,5,2,1,1,5,5,5,5,5,5,2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,193,1997,3,3,4,7,1,1,7,1,2,6,1,1997,14,1,5.0,-2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,17,1,2007.0,1,4,1,8,-1.3241701252612121,-0.8972137116679668,0,0,0,1,0,1,1
903,6841,6841,20381105,2038113,2038113,2014,1,1,4,5,5,5,2,1,1,5,5,5,5,5,5,2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,190,1997,3,1,7,7,1,2,7,1,3,7,1,1997,14,1,5.0,-2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,17,1,2007.0,1,1,1,3,-2.813028777859814,-2.2518443116882594,0,0,0,1,0,1,1
904,6847,6847,20381503,2038156,2038156,2012,1,5,1,4,1,5,5,3,4,5,2,2,5,4,5,2,1,3,-2,1,1,-2,1,-2,-2,-2,-2,3,2,1,1,168,1995,2,1,3,7,2,1,2,5,4,10,2,1995,14,1,5.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,17,1,2005.0,1,5,1,7,-1.6219418557809326,-2.2518443116882594,1,0,0,1,0,0,1
905,6849,6849,20382004,2038202,2038202,2018,1,4,1,4,2,3,5,2,4,5,2,2,5,5,4,2,1,3,-2,1,-2,-2,-2,-2,-2,1,-2,3,2,1,2,172,2001,2,6,1,5,3,2,2,4,2,9,2,2001,14,1,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17,1,2011.0,1,7,3,16,1.0580037188965508,1.1347321883624717,1,0,0,1,0,1,1
906,6852,6852,20382404,2038245,2038245,2018,1,2,1,5,2,3,2,2,1,5,2,2,4,4,5,1,1,3,-2,1,1,1,1,1,-2,1,-2,3,2,1,2,185,2001,1,3,5,6,6,5,3,1,2,7,1,2001,14,3,5.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17,1,2011.0,1,3,2,8,-1.3241701252612121,-0.8972137116679668,0,0,0,1,0,0,1
907,6853,6853,20382502,2038253,2038253,2014,1,1,1,5,2,3,3,4,2,1,3,3,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,180,1997,2,3,5,5,3,2,3,6,4,8,1,1997,14,3,5.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2007.0,1,3,3,9,-1.0263983947414919,-0.8972137116679668,0,0,0,1,0,1,1
908,6857,6857,20383203,2038326,2038326,2015,1,1,1,5,1,5,2,1,3,-1,2,2,5,3,4,2,1,3,-2,1,-2,-2,-2,-2,1,1,-2,3,2,0,2,189,1998,3,5,6,6,3,5,5,7,2,8,1,1998,14,1,3.0,-2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2008.0,1,2,2,9,-1.0263983947414919,0.4574168883523255,0,0,0,1,0,1,1
909,6858,6858,20383204,2038326,2038326,2015,1,1,1,4,2,4,3,2,1,-1,2,2,5,3,3,2,1,3,-2,-2,-2,-2,-2,1,-2,1,-2,3,2,1,2,195,1998,3,7,1,2,5,6,6,6,2,9,1,1998,14,1,3.0,-2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2008.0,1,7,6,20,2.2490906409754325,1.8120474883726179,0,0,0,1,0,1,1
910,6861,6861,20383505,2038350,2038350,2014,1,5,1,2,2,5,5,5,2,-1,2,2,5,5,4,1,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,1,2,1,1,197,1997,3,4,1,7,4,3,2,3,3,10,1,1997,14,1,5.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,17,1,2007.0,1,7,1,12,-0.13308320318233066,-0.21989841165782062,0,0,0,1,1,0,1
911,6864,6864,20383803,2038385,2038385,2013,1,2,1,5,2,5,5,1,1,-1,2,2,5,5,2,2,1,3,-2,1,-2,-2,-2,1,-2,-2,-2,3,2,1,1,183,1996,2,6,2,6,2,2,4,6,4,9,1,1996,14,1,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2006.0,1,6,2,14,0.4624602578571101,1.1347321883624717,0,0,0,1,0,0,0
912,6865,6865,20383804,2038385,2038385,2013,1,1,2,5,2,5,5,2,1,-1,1,2,5,5,2,2,1,3,-2,1,-2,-2,-2,-2,-2,1,-2,3,2,1,1,182,1996,2,4,3,4,1,1,1,5,3,10,1,1996,14,1,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2006.0,1,5,4,13,0.1646885273373897,-0.21989841165782062,0,0,0,1,0,0,0
913,6867,6867,20384003,2038407,2038407,2012,1,1,2,3,2,2,4,1,2,2,1,1,2,2,2,1,1,3,-2,-2,1,-2,-2,-2,-2,-2,-2,3,2,1,2,170,1995,3,3,2,5,1,6,3,2,2,8,2,1995,14,1,5.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2005.0,1,6,3,12,-0.13308320318233066,-0.8972137116679668,1,0,0,1,0,1,1
914,6878,6878,20385302,2038539,2038539,2014,1,1,1,5,2,2,5,4,2,5,2,2,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,2,172,1997,1,6,2,5,2,6,4,5,3,5,2,1997,14,1,5.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17,1,2007.0,1,6,3,15,0.7602319883768305,1.1347321883624717,1,0,0,1,0,1,0
915,6879,6879,20385603,2038563,2038563,2014,1,5,1,5,1,2,5,1,1,5,2,2,5,5,5,2,1,3,-2,-2,-2,-2,1,-2,-2,-2,-2,3,2,1,4,169,1997,1,4,1,5,2,3,7,5,3,2,2,1997,14,1,5.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2007.0,1,7,3,14,0.4624602578571101,-0.21989841165782062,1,0,0,1,0,1,1
916,6882,6882,20385902,2038598,2038598,2011,2,2,1,4,1,3,2,2,2,-1,2,2,5,4,4,2,1,3,-2,1,-2,-2,-2,-2,1,1,-2,3,2,1,1,195,1994,1,5,3,5,3,1,2,4,3,8,1,1994,14,1,5.0,-2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,17,1,2004.0,0,5,3,13,0.1646885273373897,0.4574168883523255,0,0,0,1,0,1,1
917,6883,6883,20385903,2038598,2038598,2014,1,5,4,5,2,5,5,2,2,2,3,1,5,2,5,2,1,3,-2,1,1,1,-2,-2,1,1,-2,3,2,1,3,170,1997,1,4,2,6,5,2,4,5,3,7,2,1997,14,1,5.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17,1,2007.0,1,6,2,12,-0.13308320318233066,-0.21989841165782062,1,0,0,1,0,1,1
918,6888,6888,20386602,2038660,2038660,2016,1,2,1,2,2,5,5,3,2,2,3,2,5,5,5,1,1,3,-2,-2,-2,-2,-2,1,-2,-2,-2,2,2,1,3,163,1999,3,7,2,5,5,7,5,5,3,8,2,1999,14,1,5.0,-2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2009.0,1,6,3,16,1.0580037188965508,1.8120474883726179,1,0,0,1,1,1,1
919,6889,6889,20387202,2038725,2038725,2016,2,3,1,5,1,5,5,1,4,5,2,4,5,5,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,1,185,1999,1,4,3,5,2,4,3,5,3,8,1,1999,14,1,5.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17,1,2009.0,1,5,3,12,-0.13308320318233066,-0.21989841165782062,0,0,0,1,0,1,0
920,6890,6890,20387402,2038741,2038741,2015,1,1,1,5,2,2,5,2,1,3,5,3,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,2,172,1998,2,-1,-1,-1,-1,-1,-1,-1,3,7,2,1998,14,1,5.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17,1,2008.0,1,9,9,17,1.3557754494162713,-3.6064749117085517,1,0,0,1,0,1,1
921,6912,6912,20393202,2039322,2039322,2015,2,5,1,4,1,2,5,2,2,-1,2,1,4,-1,5,2,1,3,-2,-2,-2,-2,1,1,-2,-2,-2,3,2,1,1,167,1998,3,5,2,3,2,4,2,5,3,8,2,1998,14,3,5.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,17,1,2008.0,1,6,5,16,1.0580037188965508,0.4574168883523255,1,0,0,1,0,0,0
922,6913,6913,20393303,2039330,2039330,2016,1,5,2,1,3,5,5,1,1,5,2,2,2,4,2,2,2,3,-2,1,-2,1,-2,-2,-2,-2,-2,2,2,1,1,191,1999,3,6,1,7,2,2,1,3,3,9,1,1999,14,1,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17,1,2009.0,1,7,1,14,0.4624602578571101,1.1347321883624717,0,0,0,1,1,0,1
923,6917,6917,20394003,2039403,2039403,2018,2,5,1,1,2,5,5,1,2,2,2,-1,5,5,4,1,1,6,4,-2,-2,-2,-2,-2,-2,-2,-1,3,2,1,1,166,2001,3,7,1,4,5,5,5,4,3,5,2,2001,14,1,5.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,17,1,2011.0,1,7,4,18,1.6535471799359915,1.8120474883726179,1,0,0,1,0,1,0
924,6919,6919,20394304,2039438,2039438,2012,1,5,1,5,4,5,5,4,2,2,3,3,5,5,4,2,2,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,2,168,1995,3,2,3,6,3,6,4,4,3,7,2,1995,14,1,5.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17,1,2005.0,1,5,2,9,-1.0263983947414919,-1.574529011678113,1,0,0,1,0,0,1
925,6924,6924,20394703,2039470,2039470,2013,2,2,1,2,1,5,2,2,1,1,1,1,5,2,2,1,1,3,-2,1,-2,-2,-2,-2,-2,1,-2,3,2,1,1,193,1996,2,6,1,1,4,5,1,4,2,9,1,1996,14,1,5.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2006.0,1,7,7,20,2.2490906409754325,1.1347321883624717,0,0,0,1,0,1,1
926,6925,6925,20394704,2039470,2039470,2015,2,5,2,2,1,4,5,1,4,5,2,2,2,4,2,1,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,2,190,1998,3,4,4,3,6,2,5,1,3,6,1,1998,14,1,5.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17,1,2008.0,1,4,5,13,0.1646885273373897,-0.21989841165782062,0,0,0,1,0,1,0
927,6928,6928,20394903,2039497,2039497,2012,1,2,1,5,2,5,5,3,4,5,2,2,5,5,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,1,2,166,1995,2,5,2,6,4,4,5,6,3,7,2,1995,14,3,5.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17,1,2005.0,1,6,2,13,0.1646885273373897,0.4574168883523255,1,0,0,1,1,0,1
928,6929,6929,20395002,2039500,2039500,2014,2,5,1,3,2,2,5,2,4,5,2,2,3,4,3,1,1,3,-2,1,-2,1,1,1,-2,-2,-2,3,2,1,2,168,1997,3,4,1,6,2,1,4,3,2,7,2,1997,14,1,5.0,-2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,17,1,2007.0,1,7,2,13,0.1646885273373897,-0.21989841165782062,1,0,0,1,0,1,1
929,6933,6933,20396603,2039667,2039667,2015,2,4,1,5,2,5,4,1,1,-1,1,2,1,3,3,2,1,3,-2,1,-2,-2,-2,-2,1,-2,-2,3,2,1,1,178,1998,3,5,1,4,7,7,2,6,3,9,1,1998,14,1,5.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,17,1,2008.0,1,7,4,16,1.0580037188965508,0.4574168883523255,0,0,0,1,0,0,1
