,level_0,index,pid,hid,cid,syear,jl0058,jl0059_h,jl0061,jl0062,jl0063,jl0064,jl0065,jl0066,jl0067,jl0068,jl0069,jl0070,jl0071,jl0072,jl0073,jl0074,jl0105_h,jl0125_v3,jl0127_h,jl0139,jl0140,jl0141,jl0142,jl0143,jl0144,jl0145,jl0146,jl0151,jl0164,migration_classmate,jl0218,jl0219,jl0233,jl0272,trust,rely_none,distrust_stranger,jl0367,jl0371,jl0376,jl0379,jl0388,jl0392,sex,gebjahr,psample,migback,State,bet3year,father_educ1,mother_educ1,father_educ2,mother_educ2,father_reli,mother_reli,work_father,single_parent,work_mother,Age,Gymnasium,year_hgsch_entry,Treat,rely_someone,trust_stranger,trust_var,std_trust_var,std_trust,female,rural,East,migration_backgrnd,low_performing,highest_educ_hh,reli_hh
251,2280,2280,2730203,273023,273023,2018,1,1,1,1,2,3,4,1,4,2,2,5,5,2,5,1,1,3,-2,-2,-2,-2,-2,1,-2,1,-2,3,2,1,2,154,2001,2,3,6,6,6,6,3,5,3,7,2,2001,6,1,5.0,2011.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,17,1,2011.0,1,2,2,7,-1.6219418557809326,-0.8972137116679668,1,0,0,1,0,1,0
252,2287,2287,2731103,273112,273112,2009,2,4,1,1,1,3,1,3,2,2,1,1,5,5,5,1,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,1,183,1992,2,1,7,7,5,6,3,5,2,7,1,1992,6,3,6.0,2003.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2003.0,0,1,1,3,-2.813028777859814,-2.2518443116882594,0,0,0,1,0,1,0
253,2288,2288,2731104,273112,273112,2012,2,1,1,1,2,2,1,3,2,-1,5,2,5,5,5,1,1,3,-2,1,-2,-2,1,1,-2,-2,-2,3,2,1,3,177,1995,2,7,2,4,5,3,5,4,3,8,1,1995,6,3,6.0,2006.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17,1,2006.0,1,6,4,17,1.3557754494162713,1.8120474883726179,0,0,0,1,0,1,0
254,2297,2297,2735103,273511,273511,2009,1,4,1,2,1,2,5,1,2,-1,1,2,-1,3,5,1,1,3,-2,-2,-2,-2,1,1,-2,1,-2,3,2,1,1,155,1992,1,4,3,2,2,6,4,3,3,7,2,1992,6,1,6.0,2002.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17,1,2002.0,0,5,6,15,0.7602319883768305,-0.21989841165782062,1,0,0,1,0,1,0
255,2298,2298,2735104,273511,273511,2014,1,5,2,2,2,5,5,2,2,2,2,1,5,5,5,1,1,3,-2,-2,-2,-2,-2,1,-2,-2,-2,3,2,1,1,160,1997,1,6,3,4,5,6,4,3,2,8,2,1997,6,1,6.0,2007.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17,1,2007.0,1,5,4,15,0.7602319883768305,1.1347321883624717,1,0,0,1,0,1,0
256,2309,2309,2742003,274208,274208,2009,2,1,1,1,3,5,1,3,4,2,2,1,5,4,5,1,1,3,-2,1,-2,-2,-2,1,-2,1,-2,3,2,1,2,165,1992,3,4,2,7,6,7,2,6,2,9,1,1992,6,1,6.0,2003.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2003.0,0,6,1,11,-0.4308549337020511,-0.21989841165782062,0,0,0,1,0,1,0
257,2312,2312,2742604,274267,274267,2007,2,4,1,2,2,2,5,1,4,1,2,2,5,5,4,1,1,3,-2,-2,-2,-2,1,1,1,1,-2,3,2,0,2,170,1990,3,5,2,3,4,6,2,4,2,7,2,1990,6,1,6.0,-2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2000.0,0,6,5,16,1.0580037188965508,0.4574168883523255,1,0,0,1,0,1,1
258,2313,2313,2742605,274267,274267,2013,1,4,1,1,2,3,5,1,2,5,2,5,5,5,3,1,1,3,-2,-2,-2,-2,-2,1,1,-2,-2,3,2,1,4,171,1996,3,3,3,5,4,3,7,4,2,6,2,1996,6,1,6.0,2007.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2007.0,1,5,3,11,-0.4308549337020511,-0.8972137116679668,1,0,0,1,0,1,1
259,2320,2320,2747303,274739,274739,2008,1,2,1,5,1,2,2,2,1,5,1,2,5,2,5,2,1,3,-2,-2,-2,-2,-2,1,-2,1,-2,3,2,0,1,185,1991,3,4,3,5,4,3,4,4,3,8,1,1991,6,1,6.0,2002.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17,1,2002.0,0,5,3,12,-0.13308320318233066,-0.21989841165782062,0,0,0,1,0,0,1
260,2325,2325,2748004,274801,274801,2016,1,1,2,5,4,5,1,3,1,2,2,5,5,5,5,2,1,3,-2,1,-2,-2,-2,-2,1,1,-2,3,2,1,2,185,1999,3,4,3,3,3,5,6,6,4,8,1,1999,6,1,6.0,2009.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17,1,2009.0,1,5,5,14,0.4624602578571101,-0.21989841165782062,0,0,0,1,0,1,1
261,2348,2348,2753103,275310,275310,2014,1,3,1,1,1,1,5,5,1,1,1,2,5,4,3,1,1,3,-2,-2,-2,1,-2,-2,-2,1,-2,3,2,1,2,170,1997,3,5,2,6,5,3,4,4,3,8,2,1997,6,1,6.0,2007.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2007.0,1,6,2,13,0.1646885273373897,0.4574168883523255,1,0,0,1,0,1,1
262,2349,2349,2753104,275310,275310,2017,1,1,1,5,1,5,3,2,2,2,2,3,5,5,4,2,1,3,-2,-2,-2,-2,1,-2,-2,-2,-2,3,2,1,3,188,2000,3,3,6,7,6,5,1,5,3,7,1,2000,6,1,6.0,2011.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2011.0,1,2,1,6,-1.919713586300653,-0.8972137116679668,0,0,0,1,0,1,1
263,2371,2371,2759903,275999,275999,2009,1,2,1,1,4,2,5,5,2,5,2,2,3,3,2,2,1,3,-2,1,-2,-2,-2,-2,1,-2,-2,3,2,1,1,176,1992,2,4,1,2,3,4,2,4,3,9,1,1992,6,2,6.0,2003.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,17,1,2003.0,0,7,6,17,1.3557754494162713,-0.21989841165782062,0,0,0,1,0,1,0
264,2372,2372,2760504,276057,276057,2006,2,5,1,2,2,4,5,1,2,5,1,1,5,2,2,1,1,3,-2,-2,-2,-2,-2,1,1,-2,-2,3,2,1,2,174,1989,3,4,4,6,2,1,2,5,2,9,2,1989,6,1,6.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17,1,1999.0,0,4,2,10,-0.7286266642217715,-0.21989841165782062,1,0,0,1,0,0,1
265,2384,2384,2764403,276448,276448,2013,1,1,1,5,2,5,3,2,4,5,2,1,2,2,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,2,2,1,2,188,1996,2,5,2,3,5,4,3,5,2,10,1,1996,6,1,6.0,2007.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2007.0,1,6,5,16,1.0580037188965508,0.4574168883523255,0,0,0,1,1,1,1
266,2385,2385,2764503,276456,276456,2007,2,1,1,5,2,4,4,1,2,5,2,2,5,2,2,2,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,2,181,1990,3,4,1,5,2,4,5,6,3,9,1,1990,6,1,6.0,2001.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2001.0,0,7,3,14,0.4624602578571101,-0.21989841165782062,0,0,0,1,0,0,1
267,2389,2389,2766803,386332,276685,2012,1,2,1,5,2,4,5,3,2,5,1,1,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,4,2,0,1,172,1995,2,6,2,2,1,4,5,7,3,9,1,1995,6,1,6.0,2006.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,17,1,2006.0,1,6,6,18,1.6535471799359915,1.1347321883624717,0,0,0,1,1,1,1
268,2415,2415,2777804,277789,277789,2009,1,1,1,2,2,5,4,1,1,1,2,1,2,4,3,1,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,4,2,0,2,189,1992,1,5,1,7,6,7,7,3,2,8,1,1992,6,1,11.0,2003.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2003.0,0,7,1,13,0.1646885273373897,0.4574168883523255,0,0,1,1,1,1,1
269,2518,2518,2803903,280399,280399,2017,1,4,1,4,2,2,4,4,2,5,1,2,5,2,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,1,1,180,2000,1,6,2,7,6,2,2,6,1,9,1,2000,6,1,10.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17,1,2011.0,1,6,1,13,0.1646885273373897,1.1347321883624717,0,0,0,1,0,0,0
270,2523,2523,2804703,280470,280470,2011,2,1,1,2,2,5,2,1,2,5,1,2,2,2,2,1,1,3,-2,-2,-2,-2,-2,-2,1,-2,-2,3,2,1,1,173,1994,1,5,2,6,3,4,5,6,3,9,1,1994,6,1,8.0,2004.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2004.0,1,6,2,13,0.1646885273373897,0.4574168883523255,0,0,0,1,0,1,1
271,2524,2524,2804704,280470,280470,2013,1,5,1,5,2,5,5,4,1,2,2,2,5,5,4,2,1,3,-2,1,-2,-2,-2,-2,1,-2,-2,3,2,1,1,168,1996,1,3,3,5,1,5,1,4,4,8,2,1996,6,1,8.0,2006.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2006.0,1,5,3,11,-0.4308549337020511,-0.8972137116679668,1,0,0,1,0,1,1
272,2529,2529,2806504,280658,280658,2007,1,2,2,1,5,2,2,5,1,1,1,1,5,1,5,2,1,3,-2,-2,-2,-2,-2,1,-2,1,-2,3,2,1,2,164,1990,1,5,2,4,2,2,2,4,3,7,2,1990,6,1,8.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17,1,2000.0,0,6,4,15,0.7602319883768305,0.4574168883523255,1,0,0,1,0,1,0
273,2538,2538,2810905,281093,281093,2006,1,3,1,1,2,4,4,1,2,5,1,1,4,4,4,1,2,3,-2,1,-2,-2,-2,1,1,1,-2,3,2,1,2,168,1989,2,5,1,4,3,5,4,2,3,7,2,1989,6,1,8.0,2000.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17,1,2000.0,0,7,4,16,1.0580037188965508,0.4574168883523255,1,0,0,1,0,1,1
274,2539,2539,2810906,281093,281093,2015,2,2,1,1,2,4,4,1,2,5,2,3,5,3,3,1,2,3,-2,-2,-2,-2,-2,1,-2,1,-2,3,2,1,1,171,1998,2,5,2,5,2,5,3,4,3,8,2,1998,6,1,8.0,-2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17,1,2008.0,1,6,3,14,0.4624602578571101,0.4574168883523255,1,0,0,1,0,1,1
275,2573,2573,2818203,281824,281824,2012,2,5,2,1,2,5,5,4,4,-1,2,2,5,5,3,1,1,3,-2,1,-2,1,-2,1,-2,-2,-2,3,2,1,2,186,1995,3,5,3,4,2,4,3,4,1,8,1,1995,6,1,8.0,2005.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2005.0,1,5,4,14,0.4624602578571101,0.4574168883523255,0,0,0,1,0,1,1
276,2574,2574,2818204,281824,281824,2014,2,5,1,2,2,2,5,2,1,5,1,2,5,2,3,1,2,3,-2,-2,-2,-2,1,1,-2,-2,-2,3,2,1,1,176,1997,3,6,1,4,2,3,7,4,3,9,2,1997,6,1,8.0,2007.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2007.0,1,7,4,17,1.3557754494162713,1.1347321883624717,1,0,0,1,0,1,1
277,2580,2580,2820104,282014,282014,2015,2,5,1,2,2,4,5,2,3,2,2,2,5,5,2,1,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,0,1,172,1998,3,6,2,4,2,2,2,5,3,9,2,1998,6,3,8.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2008.0,1,6,4,16,1.0580037188965508,1.1347321883624717,1,0,0,1,0,0,0
278,2581,2581,2820303,282030,282030,2008,1,1,1,1,2,4,1,1,1,1,1,1,4,5,4,1,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,2,2,1,2,183,1991,2,7,1,7,1,7,7,7,3,9,1,1991,6,3,8.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17,1,2001.0,0,7,1,15,0.7602319883768305,1.8120474883726179,0,0,0,1,1,0,0
279,2587,2587,2820606,282065,282065,2006,2,5,1,1,2,5,5,2,2,5,2,3,5,5,3,1,2,3,-2,-2,-2,-2,1,1,-2,-2,-2,3,2,0,2,167,1989,2,4,3,6,1,6,6,6,3,3,2,1989,6,1,8.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17,1,1999.0,0,5,2,11,-0.4308549337020511,-0.21989841165782062,1,0,0,1,0,0,1
280,2602,2602,2826503,282650,282650,2013,1,3,1,2,1,2,5,3,3,5,2,2,5,5,2,1,1,3,-2,-2,-2,-2,1,1,1,-2,-2,3,2,1,1,171,1996,3,7,1,4,1,1,1,7,3,10,2,1996,6,3,8.0,2006.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,17,1,2006.0,1,7,4,18,1.6535471799359915,1.8120474883726179,1,0,0,1,0,1,1
281,2603,2603,2826504,282650,282650,2006,1,1,1,4,1,3,4,-1,-1,2,2,2,4,4,2,1,1,3,-2,-2,-2,-2,-2,1,-2,-2,-2,2,2,1,1,164,1989,3,4,5,3,3,1,5,4,3,7,2,1989,6,2,8.0,2000.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,17,1,2000.0,0,3,5,12,-0.13308320318233066,-0.21989841165782062,1,0,0,1,1,1,1
282,2605,2605,2828903,282898,282898,2012,1,2,1,4,1,5,5,4,1,5,1,1,5,5,4,2,1,3,-2,1,-2,-2,-2,1,1,1,-2,3,2,1,1,181,1995,3,6,1,4,3,1,2,7,3,9,1,1995,6,1,8.0,2005.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2005.0,1,7,4,17,1.3557754494162713,1.1347321883624717,0,0,0,1,0,1,1
283,2610,2610,2830603,283061,283061,2006,1,5,1,2,2,4,5,1,1,2,1,1,5,2,2,1,2,3,-2,-2,-2,-2,-2,1,-2,1,-2,3,2,0,3,163,1989,2,2,1,7,7,7,7,7,2,10,2,1989,6,1,8.0,2000.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2000.0,0,7,1,10,-0.7286266642217715,-1.574529011678113,1,0,0,1,0,1,1
284,2611,2611,2830604,283061,283061,2009,2,5,1,4,2,2,5,4,1,2,2,2,5,3,3,2,1,3,-2,1,-2,-2,1,-2,1,1,-2,3,2,0,3,160,1992,3,4,4,7,2,5,4,2,3,2,2,1992,6,1,8.0,2002.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2002.0,0,4,1,9,-1.0263983947414919,-0.21989841165782062,1,0,0,1,0,1,1
285,2612,2612,2830605,283061,283061,2010,1,2,1,1,1,4,4,1,3,5,1,1,4,2,2,1,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,0,2,173,1993,3,4,1,2,4,5,5,4,3,8,1,1993,6,1,8.0,2004.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2004.0,1,7,6,17,1.3557754494162713,-0.21989841165782062,0,0,0,1,0,1,1
286,2625,2625,2836103,283614,283614,2009,1,2,1,2,1,3,5,2,3,5,3,3,5,3,4,1,1,3,-2,1,-2,-2,-2,1,-2,1,-2,3,2,0,1,180,1992,2,5,2,6,3,3,5,3,3,7,2,1992,6,1,8.0,2003.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,17,1,2003.0,0,6,2,13,0.1646885273373897,0.4574168883523255,1,0,0,1,0,1,1
287,2626,2626,2836104,283614,283614,2015,1,2,1,5,2,5,5,2,1,2,5,2,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,1,182,1998,2,5,3,3,2,5,6,3,4,8,2,1998,6,1,8.0,2008.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,17,1,2008.0,1,5,5,15,0.7602319883768305,0.4574168883523255,1,0,0,1,0,1,1
288,2648,2648,2841404,284149,284149,2006,1,1,1,5,5,5,5,2,2,2,2,1,5,5,5,2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,3,180,1989,1,6,4,5,3,4,4,5,3,10,1,1989,6,1,8.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,1999.0,0,4,3,13,0.1646885273373897,1.1347321883624717,0,0,0,1,0,1,1
289,2657,2657,2843603,284360,284360,2012,1,5,1,2,1,2,4,3,4,5,1,1,5,2,3,1,1,3,-2,-2,-2,-2,1,-2,-2,1,-2,3,2,1,1,173,1995,2,6,2,7,1,4,5,3,2,8,2,1995,6,1,8.0,2005.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17,1,2005.0,1,6,1,13,0.1646885273373897,1.1347321883624717,1,0,0,1,0,1,1
290,2658,2658,2843604,284360,284360,2013,1,5,1,2,2,4,5,4,4,-1,2,2,5,2,3,1,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,2,160,1996,3,5,2,6,2,4,5,4,3,8,2,1996,6,1,8.0,2007.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17,1,2007.0,1,6,2,13,0.1646885273373897,0.4574168883523255,1,0,0,1,0,1,1
291,2659,2659,2843605,284360,284360,2016,1,2,1,2,1,5,5,4,2,5,2,2,5,2,3,1,1,3,-2,-2,-2,1,-2,1,-2,-2,-2,3,2,1,2,180,1999,3,3,3,3,2,3,3,4,3,7,1,1999,6,1,8.0,2009.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17,1,2009.0,1,5,5,13,0.1646885273373897,-0.8972137116679668,0,0,0,1,0,1,1
292,2666,2666,2847706,284777,284777,2007,2,2,2,2,3,2,5,2,2,4,4,4,5,5,3,1,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,1,1,166,1990,3,4,2,6,1,4,7,3,4,-1,2,1990,6,1,8.0,-2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17,1,2000.0,0,6,2,12,-0.13308320318233066,-0.21989841165782062,1,0,0,1,1,1,0
293,2671,2671,2848404,284840,284840,2008,1,1,1,2,1,1,5,1,1,4,2,2,3,4,3,1,1,3,-2,1,-2,-2,1,1,1,-2,-2,3,2,1,2,160,1991,3,3,6,7,3,3,6,6,2,3,2,1991,6,3,8.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17,1,2002.0,0,2,1,6,-1.919713586300653,-0.8972137116679668,1,0,0,1,0,0,0
294,2673,2673,2848504,284858,284858,2010,2,1,1,5,2,5,2,5,1,1,1,4,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,179,1993,3,3,7,4,2,6,6,2,3,2,1,1993,6,3,8.0,2003.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,17,1,2003.0,0,1,4,8,-1.3241701252612121,-0.8972137116679668,0,0,0,1,0,1,1
295,2675,2675,2849704,284971,284971,2015,2,5,1,4,2,2,5,1,1,5,2,1,5,4,4,1,1,3,-2,-2,-2,-2,-2,1,1,-2,-2,3,2,1,1,167,1998,3,6,1,5,3,5,2,4,3,8,2,1998,6,1,8.0,2008.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2008.0,1,7,3,16,1.0580037188965508,1.1347321883624717,1,0,0,1,0,0,1
296,2685,2685,2851706,285170,285170,2007,2,2,1,2,1,5,3,1,2,2,1,2,5,2,3,1,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,1,182,1990,3,6,2,5,1,4,2,5,2,10,1,1990,6,2,8.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,17,1,2000.0,0,6,3,15,0.7602319883768305,1.1347321883624717,0,0,0,1,0,0,1
297,2704,2704,2861303,286133,286133,2011,1,4,1,5,2,4,4,1,1,3,4,2,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,178,1994,-1,6,2,5,3,7,5,3,3,9,1,1994,6,3,8.0,2005.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17,1,2005.0,1,6,3,15,0.7602319883768305,1.1347321883624717,0,0,0,1,0,0,0
298,2707,2707,2861604,286168,286168,2015,1,2,1,4,2,5,4,4,2,5,3,3,4,4,4,2,1,3,-2,1,-2,-2,-2,-2,1,-2,-2,3,2,1,1,178,1998,2,4,3,6,3,6,4,5,3,8,1,1998,6,1,8.0,2009.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2009.0,1,5,2,11,-0.4308549337020511,-0.21989841165782062,0,0,0,1,0,1,1
299,2741,2741,2869703,387193,286974,2018,1,1,1,5,4,5,4,4,2,5,1,1,5,5,5,2,2,3,-2,-2,-2,-2,-2,-2,-2,1,-2,-1,2,1,1,180,2001,3,5,1,3,2,3,6,4,3,9,1,2001,6,3,8.0,2011.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17,1,2011.0,1,7,5,17,1.3557754494162713,0.4574168883523255,0,0,0,1,0,0,1
300,2747,2747,2870204,287024,287024,2008,1,3,1,5,2,5,1,2,1,5,2,5,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,2,185,1991,3,6,3,7,2,1,4,5,2,7,1,1991,6,1,8.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2002.0,0,5,1,12,-0.13308320318233066,1.1347321883624717,0,0,0,1,0,0,0
301,2755,2755,2874803,287482,287482,2006,2,4,1,1,1,4,2,2,1,2,5,2,5,5,5,1,1,3,-2,-2,-2,-2,-2,-2,1,1,-2,1,2,1,1,187,1989,1,7,1,4,2,4,4,5,4,9,1,1989,6,1,9.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,1999.0,0,7,4,18,1.6535471799359915,1.8120474883726179,0,0,0,1,1,1,1
302,2784,2784,2894203,289426,289426,2007,1,2,1,4,2,4,3,1,2,4,4,3,4,4,4,2,1,3,-2,1,-2,-2,-2,-2,-2,1,-2,3,2,1,3,169,1990,3,3,5,4,4,4,5,5,2,6,1,1990,6,1,9.0,2001.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2001.0,0,3,4,10,-0.7286266642217715,-0.8972137116679668,0,0,0,1,0,1,1
303,2797,2797,2898403,289841,289841,2008,1,3,1,2,2,4,4,1,3,5,2,5,5,4,5,1,1,3,-2,1,-2,-2,-2,1,1,1,-2,3,2,1,1,171,1991,3,4,3,5,1,1,6,6,3,9,2,1991,6,1,9.0,2002.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,2002.0,0,5,3,12,-0.13308320318233066,-0.21989841165782062,1,0,0,1,0,1,0
304,2798,2798,2898404,289841,289841,2011,2,3,2,2,2,2,5,1,5,4,4,2,5,5,5,1,2,3,-2,-2,-2,-2,1,1,-2,1,-2,3,2,1,2,135,1994,3,2,2,7,6,7,6,6,3,7,2,1994,6,1,9.0,2005.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,2005.0,1,6,1,9,-1.0263983947414919,-1.574529011678113,1,0,0,1,0,1,0
305,2806,2806,2901003,290106,290106,2014,1,3,1,4,2,4,2,1,2,5,3,4,5,3,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,1,175,1997,2,1,7,6,4,6,4,3,3,6,1,1997,6,3,9.0,2007.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17,1,2007.0,1,1,2,4,-2.5152570473400937,-2.2518443116882594,0,0,0,1,0,1,1
306,2842,2842,2914704,291471,291471,2016,1,1,1,2,2,5,4,2,3,1,2,2,4,2,2,1,2,3,-2,1,-2,-2,1,1,-2,1,-2,3,2,0,1,168,1999,3,5,3,2,4,3,3,3,3,7,2,1999,6,1,9.0,2010.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2010.0,1,5,6,16,1.0580037188965508,0.4574168883523255,1,0,0,1,0,1,1
307,2861,2861,2921803,292184,292184,2006,2,1,5,5,2,5,4,1,2,5,1,1,5,2,2,2,1,3,-2,1,-2,-2,1,-2,-2,1,-2,3,2,1,2,180,1989,3,5,2,3,1,4,7,5,2,9,1,1989,6,1,9.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2000.0,0,6,5,16,1.0580037188965508,0.4574168883523255,0,0,0,1,0,1,1
308,2862,2862,2921804,292184,292184,2009,2,1,1,4,1,3,3,1,2,1,2,3,4,2,3,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,0,1,178,1992,3,5,1,6,6,6,3,4,3,8,1,1992,6,1,9.0,2003.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2003.0,1,7,2,14,0.4624602578571101,0.4574168883523255,0,0,0,1,0,1,1
309,2863,2863,2921805,292184,292184,2012,4,1,1,1,2,4,2,1,1,4,1,5,5,3,3,1,1,3,-2,-2,-2,-2,-2,1,-2,1,-2,3,2,1,2,172,1995,3,7,3,2,2,3,6,7,4,8,1,1995,6,1,9.0,2005.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2005.0,1,5,6,18,1.6535471799359915,1.8120474883726179,0,0,0,1,0,1,1
310,2891,2891,2932503,293253,293253,2009,1,3,1,1,2,3,5,2,4,5,3,3,3,5,2,1,1,3,-2,1,-2,1,-2,-2,-2,1,-2,4,2,1,1,178,1992,1,3,5,5,3,6,3,3,4,5,1,1992,6,3,9.0,2003.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2003.0,1,3,3,9,-1.0263983947414919,-0.8972137116679668,0,0,0,1,1,0,1
311,2896,2896,2933703,293377,293377,2009,1,1,1,5,2,4,2,1,2,5,1,1,4,3,4,2,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,1,182,1992,1,3,2,6,3,4,1,6,3,9,1,1992,6,1,9.0,2003.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2003.0,1,6,2,11,-0.4308549337020511,-0.8972137116679668,0,0,0,1,0,0,1
312,2897,2897,2933704,293377,293377,2011,1,5,1,2,1,5,5,2,2,-1,2,2,5,5,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,3,170,1994,1,3,4,2,2,5,2,5,3,8,2,1994,6,1,9.0,2005.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2005.0,1,4,6,13,0.1646885273373897,-0.8972137116679668,1,0,0,1,0,0,1
